1, 1606 , -303 , -401 , 108 , 404 , 505 , 704 , 702 , 804 , 1006 , 1205 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , 1602 , -303 , -204 , 104 , 306 , 404 , 505 , 704 , 1006 , 1205 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , -302 , -303 , 104 , 404 , 505 , 704 , 706 , 804 , 1006 , 1103 , 1201 , 1203 , 1202 , 1401 , 11503 , 0 , 0 , 0 , 0
1, 101 , -306 , -408 , 105 , 404 , 505 , 704 , 606 , 703 , 804 , 903 , 1103 , 1201 , 1203 , 1202 , 1301 , 1402 , 11503 , 0 , 0
1, 111 , 1610 , -310 , -308 , 110 , 507 , 706 , 604 , 808 , 1006 , 1109 , 1211 , 11509 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , -303 , -405 , 105 , 404 , 505 , 704 , 706 , 804 , 1006 , 1205 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , 1602 , -306 , -404 , 105 , 505 , 403 , 704 , 903 , 1103 , 1306 , 1308 , 11504 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , 1602 , -303 , -403 , 105 , 505 , 703 , 704 , 903 , 1006 , 1205 , 1107 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , -306 , -408 , 105 , 302 , 404 , 505 , 704 , 706 , 804 , 903 , 1103 , 1001 , 1201 , 1202 , 1402 , 1304 , 11504 , 0 , 0
1, 1606 , -208 , -206 , 108 , 306 , 408 , 507 , 708 , 706 , 709 , 909 , 1111 , 1009 , 1211 , 1210 , 1411 , 1309 , 1409 , 11509 , 0
1, 111 , -306 , -408 , 108 , 507 , 405 , 708 , 706 , 808 , 1006 , 1109 , 1111 , 1209 , 1210 , 1211 , 1308 , 11508 , 0 , 0 , 0
1, 101 , -303 , -302 , 102 , 404 , 505 , 704 , 804 , 1006 , 1205 , 1107 , 1207 , 1306 , 11508 , 0 , 0 , 0 , 0 , 0 , 0
1, 1606 , 1602 , -208 , -309 , 108 , 306 , 507 , 505 , 704 , 903 , 901 , 1101 , 1203 , 1201 , 11503 , 0 , 0 , 0 , 0 , 0
1, 101 , -306 , -205 , 105 , 404 , 604 , 704 , 903 , 1103 , 1201 , 1203 , 1403 , 1301 , 11503 , 0 , 0 , 0 , 0 , 0 , 0
1, 1606 , -104 , -102 , 204 , 208 , 306 , 404 , 505 , 704 , 602 , 706 , 804 , 1006 , 1004 , 1103 , 1201 , 1202 , 1401 , 1403 , 11504
1, 111 , -306 , -204 , 108 , 507 , 409 , 708 , 808 , 1006 , 1207 , 1105 , 1306 , 11508 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 1601 , -207 , -107 , 108 , 408 , 410 , 507 , 708 , 808 , 1006 , 1109 , 1211 , 1210 , 1308 , 11508 , 0 , 0 , 0 , 0 , 0
1, 1606 , -204 , -205 , 104 , 302 , 404 , 501 , 701 , 903 , 1101 , 1203 , 1201 , 1202 , 1403 , 11504 , 0 , 0 , 0 , 0 , 0
1, 1606 , -205 , -105 , 108 , 306 , 408 , 507 , 708 , 808 , 1006 , 1109 , 1211 , 1209 , 1210 , 1411 , 1409 , 11508 , 0 , 0 , 0
1, 111 , -309 , -407 , 108 , 408 , 507 , 708 , 706 , 704 , 804 , 903 , 1103 , 1201 , 1203 , 11503 , 0 , 0 , 0 , 0 , 0
1, 111 , -309 , -407 , 110 , 408 , 507 , 708 , 709 , 711 , 909 , 1111 , 1209 , 1210 , 1207 , 1306 , 11508 , 0 , 0 , 0 , 0
1, 111 , 1610 , -306 , -308 , 108 , 507 , 706 , 808 , 909 , 1006 , 1207 , 1105 , 1205 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0
1, 101 , -306 , -404 , 102 , 302 , 303 , 504 , 704 , 701 , 804 , 903 , 1103 , 1101 , 1203 , 1202 , 1205 , 1306 , 11504 , 0 , 0
1, 111 , -306 , -308 , 110 , 507 , 409 , 708 , 808 , 1006 , 1109 , 1211 , 1209 , 1210 , 1410 , 11508 , 0 , 0 , 0 , 0 , 0
1, 111 , 1610 , -306 , -304 , 108 , 507 , 509 , 808 , 1006 , 1004 , 1109 , 1211 , 11509 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , -306 , -404 , 102 , 302 , 303 , 501 , 403 , 701 , 603 , 704 , 804 , 1006 , 904 , 1205 , 1207 , 1306 , 11508 , 0 , 0
1, 1606 , 1602 , -303 , -301 , 107 , 404 , 704 , 702 , 903 , 1006 , 1103 , 1101 , 1201 , 11503 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , -306 , -204 , 104 , 404 , 505 , 704 , 804 , 903 , 1103 , 1205 , 1203 , 1202 , 1401 , 1403 , 11503 , 0 , 0 , 0 , 0
1, 101 , 1602 , -306 , -206 , 105 , 505 , 503 , 704 , 702 , 903 , 1101 , 1201 , 1202 , 1203 , 1306 , 11504 , 0 , 0 , 0 , 0
1, 111 , -306 , -208 , 110 , 408 , 507 , 708 , 706 , 808 , 1006 , 1109 , 1211 , 1209 , 1210 , 1411 , 1410 , 11509 , 0 , 0 , 0
1, 111 , -306 , -205 , 110 , 507 , 409 , 708 , 808 , 1006 , 908 , 1207 , 1205 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , -302 , -402 , 102 , 404 , 505 , 704 , 706 , 708 , 808 , 909 , 1109 , 1111 , 1209 , 1211 , 1210 , 1311 , 1411 , 11509 , 0
1, 111 , -309 , -210 , 108 , 408 , 507 , 708 , 706 , 808 , 909 , 1109 , 1211 , 1209 , 1311 , 1411 , 11509 , 0 , 0 , 0 , 0
1, 101 , -303 , -403 , 104 , 404 , 505 , 704 , 706 , 804 , 903 , 1103 , 1121 , 1201 , 1203 , 1301 , 1402 , 11503 , 0 , 0 , 0
1, 1606 , -309 , -408 , 108 , 310 , 509 , 511 , 709 , 607 , 909 , 1111 , 1211 , 1209 , 11509 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , -303 , -401 , 104 , 404 , 505 , 704 , 804 , 1006 , 1008 , 1103 , 1203 , 1202 , 1205 , 1306 , 11504 , 0 , 0 , 0 , 0
1, 111 , -306 , -407 , 107 , 507 , 509 , 708 , 808 , 909 , 1109 , 1011 , 1211 , 1209 , 1208 , 1408 , 11509 , 0 , 0 , 0 , 0
1, 1606 , -204 , -202 , 105 , 505 , 704 , 702 , 706 , 804 , 1006 , 1205 , 1107 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0 , 0
1, 101 , 1602 , -303 , -403 , 104 , 306 , 505 , 507 , 706 , 708 , 808 , 1006 , 1109 , 1209 , 1211 , 1210 , 1309 , 11509 , 0 , 0
1, 111 , -310 , -211 , 110 , 408 , 507 , 708 , 808 , 909 , 1109 , 1209 , 1211 , 1411 , 1409 , 11508 , 0 , 0 , 0 , 0 , 0
